partner_description,year,population,cty_code
France,1950,41879.60546875,4279
France,1951,42071.02734375,4279
France,1952,42365.7578125,4279
France,1953,42724.453125,4279
France,1954,43118.109375,4279
France,1955,43528.06640625,4279
France,1956,43946.53515625,4279
France,1957,44376.07421875,4279
France,1958,44827.94921875,4279
France,1959,45319.44140625,4279
France,1960,45865.69921875,4279
France,1961,46471.08203125,4279
France,1962,47121.57421875,4279
France,1963,47781.53515625,4279
France,1964,48402.8984375,4279
France,1965,48952.28125,4279
France,1966,49411.34375,4279
France,1967,49791.76953125,4279
France,1968,50126.89453125,4279
France,1969,50466.18359375,4279
France,1970,50843.828125,4279
France,1971,51273.9765625,4279
France,1972,51741.04296875,4279
France,1973,52214.015625,4279
France,1974,52647.6171875,4279
France,1975,53010.7265625,4279
France,1976,53293.03125,4279
France,1977,53509.578125,4279
France,1978,53685.484375,4279
France,1979,53857.609375,4279
France,1980,54053.22265625,4279
France,1981,54279.0390625,4279
France,1982,54528.40625,4279
France,1983,54799.05078125,4279
France,1984,55084.67578125,4279
France,1985,55379.921875,4279
France,1986,55686.609375,4279
France,1987,56005.44140625,4279
France,1988,56328.0546875,4279
France,1989,56643.34765625,4279
France,1990,56943.30078125,4279
France,1991,57226.5234375,4279
France,1992,57495.25390625,4279
France,1993,57749.8828125,4279
France,1994,57991.97265625,4279
France,1995,58224.05078125,4279
France,1996,58443.31640625,4279
France,1997,58652.7109375,4279
France,1998,58867.46484375,4279
France,1999,59107.73828125,4279
France,2000,59387.18359375,4279
France,2001,59711.9140625,4279
France,2002,60075.78125,4279
France,2003,60464.85546875,4279
France,2004,60858.65234375,4279
France,2005,61241.69921875,4279
France,2006,61609.9921875,4279
France,2007,61966.19140625,4279
France,2008,62309.52734375,4279
France,2009,62640.90234375,4279
France,2010,62961.13671875,4279
France,2011,63268.40625,4279
France,2012,63561.796875,4279
France,2013,63844.52734375,4279
France,2014,64121.25,4279
France,2015,64395.34375,4279
Netherlands,1950,10027.046875,4210
Netherlands,1951,10148.7138671875,4210
Netherlands,1952,10275.701171875,4210
Netherlands,1953,10407.107421875,4210
Netherlands,1954,10542.244140625,4210
Netherlands,1955,10680.6318359375,4210
Netherlands,1956,10822.017578125,4210
Netherlands,1957,10966.3583984375,4210
Netherlands,1958,11113.7763671875,4210
Netherlands,1959,11264.5009765625,4210
Netherlands,1960,11418.65234375,4210
Netherlands,1961,11576.0244140625,4210
Netherlands,1962,11735.896484375,4210
Netherlands,1963,11896.9423828125,4210
Netherlands,1964,12057.474609375,4210
Netherlands,1965,12216.1220703125,4210
Netherlands,1966,12372.1357421875,4210
Netherlands,1967,12525.2529296875,4210
Netherlands,1968,12675.17578125,4210
Netherlands,1969,12821.7861328125,4210
Netherlands,1970,12964.8798828125,4210
Netherlands,1971,13104.2158203125,4210
Netherlands,1972,13239.283203125,4210
Netherlands,1973,13369.326171875,4210
Netherlands,1974,13493.4599609375,4210
Netherlands,1975,13611.064453125,4210
Netherlands,1976,13722.2724609375,4210
Netherlands,1977,13827.3291015625,4210
Netherlands,1978,13925.9697265625,4210
Netherlands,1979,14017.9091796875,4210
Netherlands,1980,14103.279296875,4210
Netherlands,1981,14181.966796875,4210
Netherlands,1982,14255.05078125,4210
Netherlands,1983,14325.36328125,4210
Netherlands,1984,14396.6064453125,4210
Netherlands,1985,14471.5908203125,4210
Netherlands,1986,14551.0654296875,4210
Netherlands,1987,14634.787109375,4210
Netherlands,1988,14723.265625,4210
Netherlands,1989,14816.7509765625,4210
Netherlands,1990,14915.138671875,4210
Netherlands,1991,15019.18359375,4210
Netherlands,1992,15128.2880859375,4210
Netherlands,1993,15239.26171875,4210
Netherlands,1994,15347.7919921875,4210
Netherlands,1995,15450.802734375,4210
Netherlands,1996,15546.6474609375,4210
Netherlands,1997,15636.130859375,4210
Netherlands,1998,15721.626953125,4210
Netherlands,1999,15806.771484375,4210
Netherlands,2000,15894.015625,4210
Netherlands,2001,15984.365234375,4210
Netherlands,2002,16076.4267578125,4210
Netherlands,2003,16167.4208984375,4210
Netherlands,2004,16253.3974609375,4210
Netherlands,2005,16331.646484375,4210
Netherlands,2006,16401.10546875,4210
Netherlands,2007,16463.03125,4210
Netherlands,2008,16519.861328125,4210
Netherlands,2009,16575.173828125,4210
Netherlands,2010,16631.5703125,4210
Netherlands,2011,16689.86328125,4210
Netherlands,2012,16749.318359375,4210
Netherlands,2013,16809.15625,4210
Netherlands,2014,16868.01953125,4210
Netherlands,2015,16924.9296875,4210
Germany,1950,69786.2421875,4280
Germany,1951,70111.671875,4280
Germany,1952,70421.4609375,4280
Germany,1953,70720.71875,4280
Germany,1954,71015.6875,4280
Germany,1955,71313.7421875,4280
Germany,1956,71623.5703125,4280
Germany,1957,71955.0078125,4280
Germany,1958,72318.5,4280
Germany,1959,72724.2578125,4280
Germany,1960,73179.6640625,4280
Germany,1961,73686.4921875,4280
Germany,1962,74238.4921875,4280
Germany,1963,74820.390625,4280
Germany,1964,75410.765625,4280
Germany,1965,75990.734375,4280
Germany,1966,76558.015625,4280
Germany,1967,77106.875,4280
Germany,1968,77611,4280
Germany,1969,78038.2734375,4280
Germany,1970,78366.6015625,4280
Germany,1971,78584.78125,4280
Germany,1972,78700.1015625,4280
Germany,1973,78732.8828125,4280
Germany,1974,78713.9296875,4280
Germany,1975,78667.328125,4280
Germany,1976,78604.4765625,4280
Germany,1977,78524.7265625,4280
Germany,1978,78426.71875,4280
Germany,1979,78305.015625,4280
Germany,1980,78159.5234375,4280
Germany,1981,77990.3671875,4280
Germany,1982,77812.3515625,4280
Germany,1983,77657.453125,4280
Germany,1984,77566.7734375,4280
Germany,1985,77570.0078125,4280
Germany,1986,77671.875,4280
Germany,1987,77864.3828125,4280
Germany,1988,78146.9375,4280
Germany,1989,78514.7890625,4280
Germany,1990,78958.234375,4280
Germany,1991,79483.7421875,4280
Germany,1992,80075.9375,4280
Germany,1993,80676,4280
Germany,1994,81206.7890625,4280
Germany,1995,81612.8984375,4280
Germany,1996,81870.7734375,4280
Germany,1997,81993.828125,4280
Germany,1998,82010.1875,4280
Germany,1999,81965.828125,4280
Germany,2000,81895.921875,4280
Germany,2001,81809.4375,4280
Germany,2002,81699.828125,4280
Germany,2003,81569.484375,4280
Germany,2004,81417.7890625,4280
Germany,2005,81246.8046875,4280
Germany,2006,81055.90625,4280
Germany,2007,80854.515625,4280
Germany,2008,80665.90625,4280
Germany,2009,80519.6875,4280
Germany,2010,80435.3046875,4280
Germany,2011,80424.6640625,4280
Germany,2012,80477.953125,4280
Germany,2013,80565.859375,4280
Germany,2014,80646.265625,4280
Germany,2015,80688.546875,4280
Italy,1950,46598.6015625,4759
Italy,1951,47014.13671875,4759
Italy,1952,47398.59765625,4759
Italy,1953,47748.6875,4759
Italy,1954,48064.765625,4759
Italy,1955,48350.84765625,4759
Italy,1956,48614.86328125,4759
Italy,1957,48868.41015625,4759
Italy,1958,49125.9609375,4759
Italy,1959,49403.55859375,4759
Italy,1960,49714.9609375,4759
Italy,1961,50067.46484375,4759
Italy,1962,50458.27734375,4759
Italy,1963,50872.9765625,4759
Italy,1964,51289.90234375,4759
Italy,1965,51693.13671875,4759
Italy,1966,52076.7578125,4759
Italy,1967,52444.75,4759
Italy,1968,52802.703125,4759
Italy,1969,53160.0546875,4759
Italy,1970,53522.671875,4759
Italy,1971,53891.9453125,4759
Italy,1972,54262.0859375,4759
Italy,1973,54623.20703125,4759
Italy,1974,54961.92578125,4759
Italy,1975,55268.55078125,4759
Italy,1976,55539.1171875,4759
Italy,1977,55775.93359375,4759
Italy,1978,55983.296875,4759
Italy,1979,56168.375,4759
Italy,1980,56336.4453125,4759
Italy,1981,56489.62109375,4759
Italy,1982,56626.40234375,4759
Italy,1983,56744.3984375,4759
Italy,1984,56839.859375,4759
Italy,1985,56910.88671875,4759
Italy,1986,56956.63671875,4759
Italy,1987,56980.62109375,4759
Italy,1988,56990.64453125,4759
Italy,1989,56997.09375,4759
Italy,1990,57007.578125,4759
Italy,1991,57029.61328125,4759
Italy,1992,57062.76171875,4759
Italy,1993,57097.41015625,4759
Italy,1994,57119.1640625,4759
Italy,1995,57120.13671875,4759
Italy,1996,57091.90625,4759
Italy,1997,57044.61328125,4759
Italy,1998,57010.94140625,4759
Italy,1999,57035.25,4759
Italy,2000,57147.08203125,4759
Italy,2001,57359.1796875,4759
Italy,2002,57655.67578125,4759
Italy,2003,58002.00390625,4759
Italy,2004,58348.33203125,4759
Italy,2005,58657.35546875,4759
Italy,2006,58918.47265625,4759
Italy,2007,59138.59765625,4759
Italy,2008,59319.234375,4759
Italy,2009,59467.1953125,4759
Italy,2010,59588.0078125,4759
Italy,2011,59678.9921875,4759
Italy,2012,59737.71875,4759
Italy,2013,59771.09375,4759
Italy,2014,59788.66796875,4759
Italy,2015,59797.68359375,4759
United Kingdom,1950,50616.01171875,4120
United Kingdom,1951,50620.5390625,4120
United Kingdom,1952,50683.59765625,4120
United Kingdom,1953,50792.671875,4120
United Kingdom,1954,50938.2265625,4120
United Kingdom,1955,51113.7109375,4120
United Kingdom,1956,51315.72265625,4120
United Kingdom,1957,51543.84765625,4120
United Kingdom,1958,51800.1171875,4120
United Kingdom,1959,52088.1484375,4120
United Kingdom,1960,52410.49609375,4120
United Kingdom,1961,52765.86328125,4120
United Kingdom,1962,53146.6328125,4120
United Kingdom,1963,53537.8203125,4120
United Kingdom,1964,53920.0546875,4120
United Kingdom,1965,54278.34765625,4120
United Kingdom,1966,54606.609375,4120
United Kingdom,1967,54904.6796875,4120
United Kingdom,1968,55171.0859375,4120
United Kingdom,1969,55406.43359375,4120
United Kingdom,1970,55611.40234375,4120
United Kingdom,1971,55785.32421875,4120
United Kingdom,1972,55927.4921875,4120
United Kingdom,1973,56039.1640625,4120
United Kingdom,1974,56122.40625,4120
United Kingdom,1975,56179.92578125,4120
United Kingdom,1976,56212.94140625,4120
United Kingdom,1977,56224.9453125,4120
United Kingdom,1978,56223.97265625,4120
United Kingdom,1979,56220.08984375,4120
United Kingdom,1980,56221.51171875,4120
United Kingdom,1981,56231.01953125,4120
United Kingdom,1982,56250.125,4120
United Kingdom,1983,56283.9609375,4120
United Kingdom,1984,56337.84765625,4120
United Kingdom,1985,56415.1953125,4120
United Kingdom,1986,56519.4453125,4120
United Kingdom,1987,56649.375,4120
United Kingdom,1988,56797.703125,4120
United Kingdom,1989,56953.859375,4120
United Kingdom,1990,57110.1171875,4120
United Kingdom,1991,57264.6015625,4120
United Kingdom,1992,57419.46875,4120
United Kingdom,1993,57575.96875,4120
United Kingdom,1994,57736.66796875,4120
United Kingdom,1995,57903.7890625,4120
United Kingdom,1996,58079.3203125,4120
United Kingdom,1997,58263.859375,4120
United Kingdom,1998,58456.98828125,4120
United Kingdom,1999,58657.79296875,4120
United Kingdom,2000,58867.00390625,4120
United Kingdom,2001,59080.22265625,4120
United Kingdom,2002,59301.234375,4120
United Kingdom,2003,59548.421875,4120
United Kingdom,2004,59846.2265625,4120
United Kingdom,2005,60210.01171875,4120
United Kingdom,2006,60648.8515625,4120
United Kingdom,2007,61151.8203125,4120
United Kingdom,2008,61689.62109375,4120
United Kingdom,2009,62221.1640625,4120
United Kingdom,2010,62716.68359375,4120
United Kingdom,2011,63164.94921875,4120
United Kingdom,2012,63573.765625,4120
United Kingdom,2013,63955.65234375,4120
United Kingdom,2014,64331.34765625,4120
United Kingdom,2015,64715.80859375,4120
Ireland,1950,2913.093017578125,4190
Ireland,1951,2921.278076171875,4190
Ireland,1952,2924.221923828125,4190
Ireland,1953,2921.360107421875,4190
Ireland,1954,2912.7470703125,4190
Ireland,1955,2899.054931640625,4190
Ireland,1956,2881.612060546875,4190
Ireland,1957,2862.365966796875,4190
Ireland,1958,2843.7548828125,4190
Ireland,1959,2828.514892578125,4190
Ireland,1960,2819.05908203125,4190
Ireland,1961,2816.83203125,4190
Ireland,1962,2821.741943359375,4190
Ireland,1963,2831.910888671875,4190
Ireland,1964,2844.373046875,4190
Ireland,1965,2857.10400390625,4190
Ireland,1966,2869.31103515625,4190
Ireland,1967,2882.094970703125,4190
Ireland,1968,2897.541015625,4190
Ireland,1969,2918.6259765625,4190
Ireland,1970,2947.339111328125,4190
Ireland,1971,2984.0439453125,4190
Ireland,1972,3027.5380859375,4190
Ireland,1973,3076.27294921875,4190
Ireland,1974,3128,4190
Ireland,1975,3180.804931640625,4190
Ireland,1976,3234.153076171875,4190
Ireland,1977,3287.6201171875,4190
Ireland,1978,3339.4990234375,4190
Ireland,1979,3387.822021484375,4190
Ireland,1980,3431.077880859375,4190
Ireland,1981,3468.884033203125,4190
Ireland,1982,3501.212890625,4190
Ireland,1983,3527.471923828125,4190
Ireland,1984,3547.156982421875,4190
Ireland,1985,3560.22509765625,4190
Ireland,1986,3566.326904296875,4190
Ireland,1987,3566.416015625,4190
Ireland,1988,3563.43798828125,4190
Ireland,1989,3561.3310546875,4190
Ireland,1990,3563.10595703125,4190
Ireland,1991,3570.139892578125,4190
Ireland,1992,3582.342041015625,4190
Ireland,1993,3599.450927734375,4190
Ireland,1994,3620.615966796875,4190
Ireland,1995,3645.3330078125,4190
Ireland,1996,3673.552978515625,4190
Ireland,1997,3706.031982421875,4190
Ireland,1998,3743.947998046875,4190
Ireland,1999,3788.81591796875,4190
Ireland,2000,3841.573974609375,4190
Ireland,2001,3901.68798828125,4190
Ireland,2002,3968.212890625,4190
Ireland,2003,4040.986083984375,4190
Ireland,2004,4119.77294921875,4190
Ireland,2005,4203.7001953125,4190
Ireland,2006,4293.94189453125,4190
Ireland,2007,4388.61181640625,4190
Ireland,2008,4480.14501953125,4190
Ireland,2009,4558.60302734375,4190
Ireland,2010,4617.333984375,4190
Ireland,2011,4652.7138671875,4190
Ireland,2012,4667.8681640625,4190
Ireland,2013,4671.26318359375,4190
Ireland,2014,4675.1640625,4190
Ireland,2015,4688.46484375,4190
Denmark,1950,4268.27001953125,4099
Denmark,1951,4308.32421875,4099
Denmark,1952,4345.2177734375,4099
Denmark,1953,4379.14111328125,4099
Denmark,1954,4410.43505859375,4099
Denmark,1955,4439.59423828125,4099
Denmark,1956,4467.27880859375,4099
Denmark,1957,4494.30615234375,4099
Denmark,1958,4521.59814453125,4099
Denmark,1959,4550.12890625,4099
Denmark,1960,4580.7080078125,4099
Denmark,1961,4613.76904296875,4099
Denmark,1962,4649.17919921875,4099
Denmark,1963,4686.15478515625,4099
Denmark,1964,4723.49609375,4099
Denmark,1965,4760.26220703125,4099
Denmark,1966,4796.1572265625,4099
Denmark,1967,4831.2421875,4099
Denmark,1968,4865.3427734375,4099
Denmark,1969,4898.35009765625,4099
Denmark,1970,4930.1181640625,4099
Denmark,1971,4960.47607421875,4099
Denmark,1972,4989.14599609375,4099
Denmark,1973,5015.76611328125,4099
Denmark,1974,5039.919921875,4099
Denmark,1975,5061.2890625,4099
Denmark,1976,5079.9619140625,4099
Denmark,1977,5095.9560546875,4099
Denmark,1978,5108.8359375,4099
Denmark,1979,5118.06494140625,4099
Denmark,1980,5123.43505859375,4099
Denmark,1981,5124.80712890625,4099
Denmark,1982,5122.81005859375,4099
Denmark,1983,5118.9658203125,4099
Denmark,1984,5115.30810546875,4099
Denmark,1985,5113.408203125,4099
Denmark,1986,5113.76708984375,4099
Denmark,1987,5116.35107421875,4099
Denmark,1988,5121.51123046875,4099
Denmark,1989,5129.47216796875,4099
Denmark,1990,5140.33203125,4099
Denmark,1991,5154.30908203125,4099
Denmark,1992,5171.30419921875,4099
Denmark,1993,5190.630859375,4099
Denmark,1994,5211.32080078125,4099
Denmark,1995,5232.58203125,4099
Denmark,1996,5254.3828125,4099
Denmark,1997,5276.68310546875,4099
Denmark,1998,5298.68017578125,4099
Denmark,1999,5319.41015625,4099
Denmark,2000,5338.283203125,4099
Denmark,2001,5354.7041015625,4099
Denmark,2002,5369.05810546875,4099
Denmark,2003,5382.953125,4099
Denmark,2004,5398.64501953125,4099
Denmark,2005,5417.69189453125,4099
Denmark,2006,5440.69580078125,4099
Denmark,2007,5466.98779296875,4099
Denmark,2008,5495.3017578125,4099
Denmark,2009,5523.7548828125,4099
Denmark,2010,5550.958984375,4099
Denmark,2011,5576.5771484375,4099
Denmark,2012,5600.97216796875,4099
Denmark,2013,5624.29296875,4099
Denmark,2014,5646.89892578125,4099
Denmark,2015,5669.0810546875,4099
Greece,1950,7566.001953125,4840
Greece,1951,7635.27685546875,4840
Greece,1952,7706.02197265625,4840
Greece,1953,7779.45703125,4840
Greece,1954,7856.02880859375,4840
Greece,1955,7935.4091796875,4840
Greece,1956,8016.44287109375,4840
Greece,1957,8097.2021484375,4840
Greece,1958,8175.14013671875,4840
Greece,1959,8247.359375,4840
Greece,1960,8311.3857421875,4840
Greece,1961,8366.01953125,4840
Greece,1962,8412.05859375,4840
Greece,1963,8452.6171875,4840
Greece,1964,8492.232421875,4840
Greece,1965,8534.251953125,4840
Greece,1966,8580.599609375,4840
Greece,1967,8630.671875,4840
Greece,1968,8682.3505859375,4840
Greece,1969,8732.3076171875,4840
Greece,1970,8778.67578125,4840
Greece,1971,8819.2060546875,4840
Greece,1972,8856.0966796875,4840
Greece,1973,8897.1259765625,4840
Greece,1974,8952.8623046875,4840
Greece,1975,9030.080078125,4840
Greece,1976,9132.53125,4840
Greece,1977,9255.7490234375,4840
Greece,1978,9388.1884765625,4840
Greece,1979,9513.59375,4840
Greece,1980,9620.2744140625,4840
Greece,1981,9704.947265625,4840
Greece,1982,9771.25,4840
Greece,1983,9822.9990234375,4840
Greece,1984,9866.724609375,4840
Greece,1985,9907.8310546875,4840
Greece,1986,9945.576171875,4840
Greece,1987,9979.7548828125,4840
Greece,1988,10017.0361328125,4840
Greece,1989,10065.859375,4840
Greece,1990,10131.7373046875,4840
Greece,1991,10217.7822265625,4840
Greece,1992,10321.0439453125,4840
Greece,1993,10433.3505859375,4840
Greece,1994,10542.9697265625,4840
Greece,1995,10641.1689453125,4840
Greece,1996,10725.6337890625,4840
Greece,1997,10798.1904296875,4840
Greece,1998,10859.310546875,4840
Greece,1999,10910.7412109375,4840
Greece,2000,10954.0322265625,4840
Greece,2001,10987.71484375,4840
Greece,2002,11011.490234375,4840
Greece,2003,11029.5869140625,4840
Greece,2004,11047.7392578125,4840
Greece,2005,11069.662109375,4840
Greece,2006,11098.2119140625,4840
Greece,2007,11131.3017578125,4840
Greece,2008,11161.7548828125,4840
Greece,2009,11179.4248046875,4840
Greece,2010,11177.5087890625,4840
Greece,2011,11153.046875,4840
Greece,2012,11109.662109375,4840
Greece,2013,11055.1640625,4840
Greece,2014,11000.77734375,4840
Greece,2015,10954.6171875,4840
Portugal,1950,8416.96875,4710
Portugal,1951,8431.20703125,4710
Portugal,1952,8473.6279296875,4710
Portugal,1953,8532.193359375,4710
Portugal,1954,8597.224609375,4710
Portugal,1955,8661.41796875,4710
Portugal,1956,8719.9140625,4710
Portugal,1957,8770.220703125,4710
Portugal,1958,8811.958984375,4710
Portugal,1959,8846.4248046875,4710
Portugal,1960,8875.310546875,4710
Portugal,1961,8899.3310546875,4710
Portugal,1962,8917.01953125,4710
Portugal,1963,8924.220703125,4710
Portugal,1964,8915.5390625,4710
Portugal,1965,8888.634765625,4710
Portugal,1966,8839.8310546875,4710
Portugal,1967,8774.390625,4710
Portugal,1968,8709.8046875,4710
Portugal,1969,8669.640625,4710
Portugal,1970,8670.3515625,4710
Portugal,1971,8717.87109375,4710
Portugal,1972,8806.015625,4710
Portugal,1973,8923.927734375,4710
Portugal,1974,9054.923828125,4710
Portugal,1975,9185.8759765625,4710
Portugal,1976,9314.30078125,4710
Portugal,1977,9441.1669921875,4710
Portugal,1978,9560.7529296875,4710
Portugal,1979,9667.021484375,4710
Portugal,1980,9755.634765625,4710
Portugal,1981,9824.2392578125,4710
Portugal,1982,9873.1435546875,4710
Portugal,1983,9904.4443359375,4710
Portugal,1984,9921.89453125,4710
Portugal,1985,9929.013671875,4710
Portugal,1986,9925.41015625,4710
Portugal,1987,9912.2080078125,4710
Portugal,1988,9896.416015625,4710
Portugal,1989,9886.9970703125,4710
Portugal,1990,9890.3193359375,4710
Portugal,1991,9909.57421875,4710
Portugal,1992,9943.197265625,4710
Portugal,1993,9986.828125,4710
Portugal,1994,10033.599609375,4710
Portugal,1995,10078.4306640625,4710
Portugal,1996,10119.9853515625,4710
Portugal,1997,10159.662109375,4710
Portugal,1998,10198.3095703125,4710
Portugal,1999,10237.5927734375,4710
Portugal,2000,10278.5419921875,4710
Portugal,2001,10320.462890625,4710
Portugal,2002,10362.0283203125,4710
Portugal,2003,10402.8359375,4710
Portugal,2004,10442.4462890625,4710
Portugal,2005,10480.0849609375,4710
Portugal,2006,10516.55859375,4710
Portugal,2007,10550.6953125,4710
Portugal,2008,10577.4580078125,4710
Portugal,2009,10590.259765625,4710
Portugal,2010,10584.8369140625,4710
Portugal,2011,10558.9091796875,4710
Portugal,2012,10515.015625,4710
Portugal,2013,10459.7158203125,4710
Portugal,2014,10402.3427734375,4710
Portugal,2015,10349.802734375,4710
Spain,1950,28069.736328125,4700
Spain,1951,28237.322265625,4700
Spain,1952,28430.44140625,4700
Spain,1953,28641.7890625,4700
Spain,1954,28866.150390625,4700
Spain,1955,29100.396484375,4700
Spain,1956,29343.6015625,4700
Spain,1957,29596.93359375,4700
Spain,1958,29863.3046875,4700
Spain,1959,30146.802734375,4700
Spain,1960,30450.994140625,4700
Spain,1961,30777.09765625,4700
Spain,1962,31122.390625,4700
Spain,1963,31479.529296875,4700
Spain,1964,31838.484375,4700
Spain,1965,32192.22265625,4700
Spain,1966,32536.63671875,4700
Spain,1967,32873.9609375,4700
Spain,1968,33211.16796875,4700
Spain,1969,33558.62890625,4700
Spain,1970,33923.23828125,4700
Spain,1971,34305.58984375,4700
Spain,1972,34701.0234375,4700
Spain,1973,35104.6328125,4700
Spain,1974,35509.390625,4700
Spain,1975,35909.04296875,4700
Spain,1976,36302.390625,4700
Spain,1977,36687.3515625,4700
Spain,1978,37055.640625,4700
Spain,1979,37397.23046875,4700
Spain,1980,37704.8671875,4700
Spain,1981,37976.1875,4700
Spain,1982,38212.5546875,4700
Spain,1983,38415.49609375,4700
Spain,1984,38588.23828125,4700
Spain,1985,38734.328125,4700
Spain,1986,38854.359375,4700
Spain,1987,38950.96484375,4700
Spain,1988,39032.625,4700
Spain,1989,39110.10546875,4700
Spain,1990,39192.0546875,4700
Spain,1991,39287.04296875,4700
Spain,1992,39397.40234375,4700
Spain,1993,39518.42578125,4700
Spain,1994,39641.73828125,4700
Spain,1995,39764.265625,4700
Spain,1996,39878.8828125,4700
Spain,1997,39996.22265625,4700
Spain,1998,40151.72265625,4700
Spain,1999,40392.5859375,4700
Spain,2000,40749.80078125,4700
Spain,2001,41230.51953125,4700
Spain,2002,41815.484375,4700
Spain,2003,42475.265625,4700
Spain,2004,43167.27734375,4700
Spain,2005,43854.76171875,4700
Spain,2006,44537.92578125,4700
Spain,2007,45209.5390625,4700
Spain,2008,45817.015625,4700
Spain,2009,46295.19140625,4700
Spain,2010,46601.4921875,4700
Spain,2011,46708.3671875,4700
Spain,2012,46637.08203125,4700
Spain,2013,46455.1640625,4700
Spain,2014,46259.71484375,4700
Spain,2015,46121.69921875,4700
Belgium,1950,8628.4892578125,4231
Belgium,1951,8673.69140625,4231
Belgium,1952,8721.1923828125,4231
Belgium,1953,8770.1962890625,4231
Belgium,1954,8820.1611328125,4231
Belgium,1955,8870.7919921875,4231
Belgium,1956,8922.0693359375,4231
Belgium,1957,8974.220703125,4231
Belgium,1958,9027.6787109375,4231
Belgium,1959,9082.9912109375,4231
Belgium,1960,9140.5634765625,4231
Belgium,1961,9200.392578125,4231
Belgium,1962,9261.828125,4231
Belgium,1963,9323.466796875,4231
Belgium,1964,9383.443359375,4231
Belgium,1965,9440.279296875,4231
Belgium,1966,9493.65625,4231
Belgium,1967,9543.533203125,4231
Belgium,1968,9589.107421875,4231
Belgium,1969,9629.5283203125,4231
Belgium,1970,9664.3203125,4231
Belgium,1971,9692.900390625,4231
Belgium,1972,9715.6728515625,4231
Belgium,1973,9734.412109375,4231
Belgium,1974,9751.591796875,4231
Belgium,1975,9769.005859375,4231
Belgium,1976,9787.576171875,4231
Belgium,1977,9806.884765625,4231
Belgium,1978,9825.779296875,4231
Belgium,1979,9842.453125,4231
Belgium,1980,9855.7470703125,4231
Belgium,1981,9865.51171875,4231
Belgium,1982,9872.708984375,4231
Belgium,1983,9878.6357421875,4231
Belgium,1984,9885.087890625,4231
Belgium,1985,9893.4990234375,4231
Belgium,1986,9903.89453125,4231
Belgium,1987,9916.2607421875,4231
Belgium,1988,9931.873046875,4231
Belgium,1989,9952.2529296875,4231
Belgium,1990,9978.2412109375,4231
Belgium,1991,10011.216796875,4231
Belgium,1992,10050.4052734375,4231
Belgium,1993,10091.888671875,4231
Belgium,1994,10130.2509765625,4231
Belgium,1995,10161.9140625,4231
Belgium,1996,10185.0771484375,4231
Belgium,1997,10201.7578125,4231
Belgium,1998,10216.8671875,4231
Belgium,1999,10237.40234375,4231
Belgium,2000,10268.3798828125,4231
Belgium,2001,10311.3310546875,4231
Belgium,2002,10364.61328125,4231
Belgium,2003,10426.1689453125,4231
Belgium,2004,10492.642578125,4231
Belgium,2005,10561.435546875,4231
Belgium,2006,10632.0322265625,4231
Belgium,2007,10704.830078125,4231
Belgium,2008,10779.1552734375,4231
Belgium,2009,10854.3876953125,4231
Belgium,2010,10929.9775390625,4231
Belgium,2011,11005.1748046875,4231
Belgium,2012,11079.521484375,4231
Belgium,2013,11153.1220703125,4231
Belgium,2014,11226.322265625,4231
Belgium,2015,11299.1923828125,4231
Iceland,1950,142.656005859375,4000
Iceland,1951,144.9279937744141,4000
Iceland,1952,147.6809997558594,4000
Iceland,1953,150.7790069580078,4000
Iceland,1954,154.1100006103516,4000
Iceland,1955,157.5839996337891,4000
Iceland,1956,161.1360015869141,4000
Iceland,1957,164.7209930419922,4000
Iceland,1958,168.3179931640625,4000
Iceland,1959,171.9190063476563,4000
Iceland,1960,175.5200042724609,4000
Iceland,1961,179.1060028076172,4000
Iceland,1962,182.6399993896484,4000
Iceland,1963,186.0559997558594,4000
Iceland,1964,189.2760009765625,4000
Iceland,1965,192.2510070800781,4000
Iceland,1966,194.9349975585938,4000
Iceland,1967,197.3560028076172,4000
Iceland,1968,199.6340026855469,4000
Iceland,1969,201.9409942626953,4000
Iceland,1970,204.3919982910156,4000
Iceland,1971,207.0500030517578,4000
Iceland,1972,209.8679962158203,4000
Iceland,1973,212.7310028076172,4000
Iceland,1974,215.4649963378906,4000
Iceland,1975,217.9579925537109,4000
Iceland,1976,220.1620025634766,4000
Iceland,1977,222.1419982910156,4000
Iceland,1978,224.0189971923828,4000
Iceland,1979,225.9720001220703,4000
Iceland,1980,228.1269989013672,4000
Iceland,1981,230.5249938964844,4000
Iceland,1982,233.1210021972656,4000
Iceland,1983,235.8600006103516,4000
Iceland,1984,238.6470031738281,4000
Iceland,1985,241.4109954833984,4000
Iceland,1986,244.1450042724609,4000
Iceland,1987,246.8670043945313,4000
Iceland,1988,249.5630035400391,4000
Iceland,1989,252.218994140625,4000
Iceland,1990,254.8300018310547,4000
Iceland,1991,257.3869934082031,4000
Iceland,1992,259.8949890136719,4000
Iceland,1993,262.3829956054688,4000
Iceland,1994,264.8930053710938,4000
Iceland,1995,267.4540100097656,4000
Iceland,1996,270.0889892578125,4000
Iceland,1997,272.7980041503906,4000
Iceland,1998,275.5679931640625,4000
Iceland,1999,278.3760070800781,4000
Iceland,2000,281.2139892578125,4000
Iceland,2001,284.0369873046875,4000
Iceland,2002,286.864990234375,4000
Iceland,2003,289.8240051269531,4000
Iceland,2004,293.0840148925781,4000
Iceland,2005,296.7449951171875,4000
Iceland,2006,300.8869934082031,4000
